#nodecoordinate	computedsolution	exactsolution
0               		0		0
0.1             		-0.00502513		-0.00501254
0.2             		-0.0202537		-0.0202027
0.3             		-0.0461671		-0.0460439
0.4             		-0.0836201		-0.0833816
0.5             		-0.133948		-0.133531
0.6             		-0.199142		-0.198451
0.7             		-0.282162		-0.281038
0.8             		-0.387504		-0.385662
0.9             		-0.522302		-0.519194
1               		-0.698727		-0.693147
